               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                  17,             0.11219,           0.0054097,            0.014048,             0.17673,            0.040305,            0.019737,            0.006583,           0.0015675,             0.11674,           0.0044266,            0.014568,             0.18112,           0.0081433,           0.0081433,           0.0081433
                  18,             0.10984,           0.0052612,            0.012649,             0.17022,                   0,                   0,                   0,                   0,             0.11619,           0.0045425,            0.013587,             0.17964,            0.007927,            0.007927,            0.007927
                  19,             0.11039,           0.0054902,            0.010748,             0.16879,                   0,                   0,                   0,                   0,             0.11603,           0.0044766,            0.013342,              0.1787,           0.0077031,           0.0077031,           0.0077031
                  20,             0.10623,           0.0050721,            0.011587,             0.16396,                   0,                   0,                   0,                   0,              0.1162,           0.0044149,            0.013806,             0.17671,           0.0074725,           0.0074725,           0.0074725
                  21,             0.11581,           0.0047918,            0.010639,             0.17402,            0.076006,            0.039474,             0.03058,           0.0050148,             0.11611,           0.0043719,            0.011701,             0.17475,           0.0072361,           0.0072361,           0.0072361
                  22,              0.1125,           0.0055742,             0.01255,             0.17144,            0.027193,            0.026316,            0.013257,           0.0026513,             0.11613,           0.0042672,            0.012018,             0.17419,           0.0069948,           0.0069948,           0.0069948
                  23,             0.11262,           0.0051799,              0.0108,              0.1689,            0.069565,             0.10526,            0.043555,            0.010393,             0.11629,           0.0042551,            0.012552,             0.17238,           0.0067495,           0.0067495,           0.0067495
                  24,             0.11189,           0.0054781,            0.011408,             0.16728,            0.083706,            0.078947,            0.039567,           0.0091457,             0.11683,           0.0042003,            0.011956,             0.17203,           0.0065013,           0.0065013,           0.0065013
                  25,             0.11397,           0.0054951,            0.011039,             0.17059,            0.057306,            0.092105,            0.031008,           0.0068521,              0.1164,           0.0042727,            0.012076,             0.17107,           0.0062512,           0.0062512,           0.0062512
                  26,             0.11188,           0.0053087,           0.0087475,             0.16444,            0.062309,             0.10526,            0.037337,            0.009057,             0.11676,            0.004153,            0.011643,             0.16937,               0.006,               0.006,               0.006
                  27,             0.11195,              0.0052,           0.0091464,             0.16468,             0.57539,             0.10281,            0.042812,            0.010523,             0.11357,           0.0043425,             0.01143,             0.17002,           0.0057488,           0.0057488,           0.0057488
                  28,             0.10627,           0.0059888,           0.0089974,             0.16432,            0.075472,             0.10526,            0.054384,            0.011126,             0.10947,           0.0044625,             0.01171,             0.16755,           0.0054987,           0.0054987,           0.0054987
                  29,             0.10611,           0.0054467,           0.0070644,             0.16061,            0.045969,            0.013158,            0.013905,           0.0040879,             0.10898,           0.0046413,            0.010745,             0.16562,           0.0052505,           0.0052505,           0.0052505
                  30,             0.10281,           0.0057782,            0.007724,              0.1573,            0.072997,            0.098684,            0.037056,           0.0073235,             0.11143,           0.0044521,            0.007596,              0.1645,           0.0050052,           0.0050052,           0.0050052
                  31,             0.10608,           0.0055541,           0.0070562,             0.15851,            0.060359,            0.065789,            0.022229,           0.0039627,             0.11247,           0.0044077,           0.0094534,             0.16227,           0.0047639,           0.0047639,           0.0047639
                  32,             0.11219,           0.0055422,           0.0076178,             0.16075,             0.10936,             0.21325,            0.070684,            0.012642,             0.11483,           0.0040828,            0.009765,             0.16186,           0.0045275,           0.0045275,           0.0045275
                  33,             0.10569,           0.0058516,           0.0071806,             0.15726,             0.13264,             0.16816,            0.073623,            0.016543,             0.10912,           0.0043832,           0.0070593,             0.16175,           0.0042969,           0.0042969,           0.0042969
                  34,             0.10416,           0.0050209,           0.0067575,             0.14929,             0.14792,            0.097721,            0.061305,            0.015111,              0.1095,           0.0043373,           0.0062217,              0.1603,            0.004073,            0.004073,            0.004073
                  35,             0.10283,           0.0060439,           0.0082072,             0.15486,             0.24541,              0.1372,            0.094106,            0.023988,             0.10973,           0.0042525,           0.0071641,             0.15934,           0.0038567,           0.0038567,           0.0038567
                  36,             0.10477,           0.0059272,           0.0082715,             0.15591,              0.1263,             0.22737,            0.088756,            0.019978,             0.10808,           0.0043302,           0.0072474,             0.15674,           0.0036489,           0.0036489,           0.0036489
                  37,             0.10254,            0.005343,           0.0065648,             0.14926,            0.087036,             0.23299,             0.06417,            0.013435,             0.10815,           0.0045085,           0.0086499,             0.15471,           0.0034503,           0.0034503,           0.0034503
                  38,             0.10006,           0.0058768,           0.0069323,             0.14778,              0.1348,             0.18228,            0.090984,             0.01711,             0.10834,            0.004347,           0.0096398,             0.15322,           0.0032618,           0.0032618,           0.0032618
                  39,             0.10413,           0.0051394,           0.0075406,             0.14893,             0.16359,             0.19209,             0.09956,            0.022722,             0.10825,           0.0044357,           0.0080405,              0.1528,           0.0030841,           0.0030841,           0.0030841
                  40,             0.10244,           0.0060561,           0.0081243,             0.14957,             0.11958,             0.21422,            0.090736,            0.020252,             0.10684,           0.0045805,           0.0085998,               0.151,           0.0029179,           0.0029179,           0.0029179
                  41,             0.10226,           0.0055774,           0.0066622,             0.14804,             0.18807,             0.24519,             0.10193,            0.024051,             0.10735,           0.0044664,           0.0066202,             0.15079,           0.0027639,           0.0027639,           0.0027639
                  42,            0.099032,           0.0051173,           0.0067227,             0.13938,             0.14155,             0.25834,            0.097762,            0.021644,             0.10728,           0.0044181,           0.0056857,             0.14969,           0.0026227,           0.0026227,           0.0026227
                  43,             0.10235,           0.0053069,           0.0059833,             0.14044,             0.11376,             0.20764,            0.075979,            0.014641,             0.10703,           0.0044252,           0.0095848,              0.1497,           0.0024948,           0.0024948,           0.0024948
                  44,             0.10206,            0.005361,           0.0065483,              0.1404,             0.14821,             0.21983,            0.088524,            0.018683,              0.1075,           0.0044172,           0.0098823,             0.14904,           0.0023807,           0.0023807,           0.0023807
                  45,             0.10152,           0.0055286,            0.005015,             0.14204,             0.27286,             0.18598,             0.10225,            0.023682,             0.10792,           0.0044771,            0.006818,             0.14714,           0.0022809,           0.0022809,           0.0022809
                  46,             0.10013,           0.0058469,           0.0068324,             0.13847,             0.16971,             0.22396,            0.093476,            0.019629,             0.10703,           0.0044465,           0.0053417,             0.14695,           0.0021958,           0.0021958,           0.0021958
                  47,             0.10195,           0.0055314,           0.0071061,             0.14209,             0.12736,             0.31467,            0.097906,            0.020316,             0.10734,           0.0044278,           0.0060616,             0.14707,           0.0021257,           0.0021257,           0.0021257
                  48,             0.10158,           0.0058625,           0.0061521,             0.13955,             0.15619,              0.3137,             0.10386,            0.022685,             0.10715,            0.004522,           0.0066139,              0.1467,           0.0020709,           0.0020709,           0.0020709
                  49,             0.10253,           0.0057188,           0.0063832,             0.14301,             0.14829,             0.35687,             0.13888,            0.026753,             0.10722,           0.0044251,           0.0055045,             0.14662,           0.0020315,           0.0020315,           0.0020315
